toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	data-filter	time
1	2	History of the debate	1	1	Race_and_intelligence	3669	History_of_the_debate	501168366	2012-07-07	2012-07-07	23:27:56Z
1	2	History of the debate	1	1	Race_and_intelligence	3669	History_of_the_debate	500521666	2012-07-03	2012-07-03	17:45:51Z
1	2	History of the debate	1	1	Race_and_intelligence	3683	History_of_the_debate	500330495	2012-07-02	2012-07-02	13:47:47Z
1	2	History of the debate	1	1	Race_and_intelligence	3683	History_of_the_debate	500147608	2012-07-01	2012-07-01	07:06:15Z
1	2	History of the debate	1	1	Race_and_intelligence	3683	History_of_the_debate	500109128	2012-06-30	2012-06-30	23:07:54Z
1	2	History of the debate	1	1	Race_and_intelligence	3683	History_of_the_debate	499195183	2012-06-24	2012-06-24	22:05:02Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	498325625	2012-06-19	2012-06-19	11:53:21Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	498204446	2012-06-18	2012-06-18	16:54:47Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	497452649	2012-06-13	2012-06-13	21:00:22Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	496928394	2012-06-10	2012-06-10	17:25:42Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	493954051	2012-05-23	2012-05-23	07:49:06Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	493298066	2012-05-19	2012-05-19	05:07:59Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	492949581	2012-05-17	2012-05-17	00:47:53Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	492727546	2012-05-15	2012-05-15	17:40:26Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	492310919	2012-05-13	2012-05-13	04:32:40Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	492197045	2012-05-12	2012-05-12	13:12:45Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	491525127	2012-05-09	2012-05-09	04:28:52Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	489475570	2012-04-27	2012-04-27	14:31:08Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	489213158	2012-04-25	2012-04-25	20:43:27Z
1	2	History of the debate	1	1	Race_and_intelligence	4297	History_of_the_debate	488419133	2012-04-21	2012-04-21	00:39:13Z
1	2	History of the debate	1	1	Race_and_intelligence	4306	History_of_the_debate	488132126	2012-04-19	2012-04-19	07:22:02Z
1	2	History of the debate	1	1	Race_and_intelligence	4306	History_of_the_debate	487911972	2012-04-17	2012-04-17	22:51:55Z
1	2	History of the debate	1	1	Race_and_intelligence	4306	History_of_the_debate	487746856	2012-04-16	2012-04-16	22:53:48Z
1	2	History of the debate	1	1	Race_and_intelligence	4306	History_of_the_debate	487283279	2012-04-14	2012-04-14	03:50:54Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	487152009	2012-04-13	2012-04-13	10:32:18Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	486581648	2012-04-10	2012-04-10	07:33:59Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	486226089	2012-04-08	2012-04-08	08:53:38Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	486076793	2012-04-07	2012-04-07	13:38:09Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	485666869	2012-04-05	2012-04-05	06:24:18Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	485622091	2012-04-04	2012-04-04	23:42:28Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	485075633	2012-04-02	2012-04-02	00:23:05Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	484862147	2012-03-31	2012-03-31	16:08:33Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	484412428	2012-03-28	2012-03-28	18:26:46Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	483162689	2012-03-21	2012-03-21	16:19:26Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	482988036	2012-03-20	2012-03-20	22:59:12Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	482145771	2012-03-16	2012-03-16	04:43:43Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	482108429	2012-03-15	2012-03-15	23:25:08Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	481398958	2012-03-11	2012-03-11	21:47:43Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	478560197	2012-02-24	2012-02-24	05:55:33Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	478366874	2012-02-23	2012-02-23	03:39:02Z
1	2	History of the debate	1	1	Race_and_intelligence	4325	History_of_the_debate	478210588	2012-02-22	2012-02-22	07:07:01Z
1	2	History of the debate	1	1	Race_and_intelligence	5306	History_of_the_debate	478087377	2012-02-21	2012-02-21	16:20:02Z
1	2	History of the debate	1	1	Race_and_intelligence	5306	History_of_the_debate	477435514	2012-02-17	2012-02-17	21:55:32Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	477227820	2012-02-16	2012-02-16	18:47:48Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	477090957	2012-02-15	2012-02-15	23:09:49Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	476909306	2012-02-14	2012-02-14	22:27:34Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	476729836	2012-02-13	2012-02-13	22:39:07Z
1	2	History of the debate	1	1	Race_and_intelligence	5360	History_of_the_debate	476410550	2012-02-12	2012-02-12	07:13:56Z
1	2	History of the debate	1	1	Race_and_intelligence	5360	History_of_the_debate	476137593	2012-02-10	2012-02-10	16:22:31Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	475738967	2012-02-08	2012-02-08	10:42:19Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	475478284	2012-02-06	2012-02-06	23:04:37Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	474817224	2012-02-03	2012-02-03	17:51:23Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	473755520	2012-01-28	2012-01-28	22:12:40Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	473260483	2012-01-26	2012-01-26	01:56:19Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	472528790	2012-01-22	2012-01-22	00:41:02Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	472521890	2012-01-21	2012-01-21	23:49:35Z
1	2	History of the debate	1	1	Race_and_intelligence	5305	History_of_the_debate	471914024	2012-01-17	2012-01-17	19:36:24Z
1	2	History of the debate	1	1	Race_and_intelligence	5307	History_of_the_debate	471374744	2012-01-14	2012-01-14	20:00:43Z
1	2	History of the debate	1	1	Race_and_intelligence	5307	History_of_the_debate	470472458	2012-01-09	2012-01-09	18:08:44Z
1	2	History of the debate	1	1	Race_and_intelligence	5307	History_of_the_debate	470342226	2012-01-08	2012-01-08	23:19:45Z
1	2	History of the debate	1	1	Race_and_intelligence	5307	History_of_the_debate	470129965	2012-01-07	2012-01-07	19:25:08Z
1	2	History of the debate	1	1	Race_and_intelligence	5274	History_of_the_debate	469989344	2012-01-06	2012-01-06	23:28:40Z
1	2	History of the debate	1	1	Race_and_intelligence	5274	History_of_the_debate	469585523	2012-01-04	2012-01-04	21:05:51Z
1	2	History of the debate	1	1	Race_and_intelligence	5335	History_of_the_debate	469415062	2012-01-03	2012-01-03	23:23:53Z
1	2	History of the debate	1	1	Race_and_intelligence	5317	History_of_the_debate	468997999	2012-01-01	2012-01-01	21:30:56Z
1	2	History of the debate	1	1	Race_and_intelligence	5317	History_of_the_debate	468104267	2011-12-28	2011-12-28	16:20:07Z
1	2	History of the debate	1	1	Race_and_intelligence	5317	History_of_the_debate	467126208	2011-12-22	2011-12-22	02:33:30Z
1	2	History of the debate	1	1	Race_and_intelligence	5299	History_of_the_debate	466337484	2011-12-17	2011-12-17	14:21:58Z
1	2	History of the debate	1	1	Race_and_intelligence	5314	History_of_the_debate	465763340	2011-12-14	2011-12-14	04:52:17Z
1	2	History of the debate	1	1	Race_and_intelligence	5321	History_of_the_debate	465712736	2011-12-13	2011-12-13	22:11:45Z
1	2	History of the debate	1	1	Race_and_intelligence	5299	History_of_the_debate	465482443	2011-12-12	2011-12-12	16:59:32Z
1	2	History of the debate	1	1	Race_and_intelligence	5268	History_of_the_debate	462822909	2011-11-28	2011-11-28	01:18:55Z
1	2	History of the debate	1	1	Race_and_intelligence	5269	History_of_the_debate	461585535	2011-11-20	2011-11-20	12:26:58Z
1	2	History of the debate	1	1	Race_and_intelligence	5269	History_of_the_debate	461347462	2011-11-18	2011-11-18	22:46:55Z
1	2	History of the debate	1	1	Race_and_intelligence	5262	History_of_the_debate	461136906	2011-11-17	2011-11-17	17:20:49Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	459819843	2011-11-09	2011-11-09	16:27:08Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	459609029	2011-11-08	2011-11-08	10:37:01Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	455945297	2011-10-17	2011-10-17	02:24:16Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	454302098	2011-10-06	2011-10-06	22:29:40Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	452966874	2011-09-29	2011-09-29	00:33:23Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	452789625	2011-09-28	2011-09-28	00:23:25Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	452766286	2011-09-27	2011-09-27	21:34:15Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	452561479	2011-09-26	2011-09-26	18:21:36Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	451938625	2011-09-23	2011-09-23	00:08:54Z
1	2	History of the debate	1	1	Race_and_intelligence	5119	History_of_the_debate	451434576	2011-09-20	2011-09-20	02:29:01Z
1	2	History of the debate	1	1	Race_and_intelligence	5115	History_of_the_debate	446570047	2011-08-24	2011-08-24	23:23:19Z
1	2	History of the debate	1	1	Race_and_intelligence	5115	History_of_the_debate	445199254	2011-08-16	2011-08-16	19:14:20Z
1	2	History of the debate	1	1	Race_and_intelligence	5116	History_of_the_debate	444873702	2011-08-14	2011-08-14	22:30:26Z
1	2	History of the debate	1	1	Race_and_intelligence	5116	History_of_the_debate	444439305	2011-08-12	2011-08-12	13:42:16Z
1	2	History of the debate	1	1	Race_and_intelligence	5116	History_of_the_debate	444195247	2011-08-11	2011-08-11	04:05:42Z
1	2	History of the debate	1	1	Race_and_intelligence	5116	History_of_the_debate	444152071	2011-08-10	2011-08-10	22:39:08Z
1	2	History of the debate	1	1	Race_and_intelligence	5116	History_of_the_debate	443630707	2011-08-08	2011-08-08	05:54:22Z
1	2	History of the debate	1	1	Race_and_intelligence	5133	History_of_the_debate	442626910	2011-08-02	2011-08-02	05:15:59Z
1	2	History of the debate	1	1	Race_and_intelligence	5133	History_of_the_debate	442548494	2011-08-01	2011-08-01	18:36:42Z
1	2	History of the debate	1	1	Race_and_intelligence	5062	History_of_the_debate	442425574	2011-07-31	2011-07-31	23:07:01Z
1	2	History of the debate	1	1	Race_and_intelligence	5062	History_of_the_debate	442130730	2011-07-30	2011-07-30	00:50:05Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	441635853	2011-07-27	2011-07-27	01:33:06Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	440973398	2011-07-23	2011-07-23	09:34:01Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	440564953	2011-07-20	2011-07-20	23:29:47Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	439747423	2011-07-16	2011-07-16	07:49:10Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	439627572	2011-07-15	2011-07-15	14:51:14Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	439480837	2011-07-14	2011-07-14	18:25:21Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	438876653	2011-07-11	2011-07-11	08:31:04Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	438588816	2011-07-09	2011-07-09	14:59:40Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	438389720	2011-07-08	2011-07-08	10:01:01Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	438297153	2011-07-07	2011-07-07	20:22:19Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	438040074	2011-07-06	2011-07-06	12:04:27Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	437903841	2011-07-05	2011-07-05	17:41:26Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	437702328	2011-07-04	2011-07-04	12:56:27Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	437595334	2011-07-03	2011-07-03	19:38:47Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	436845749	2011-06-29	2011-06-29	13:05:29Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	436720375	2011-06-28	2011-06-28	19:02:28Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	436155582	2011-06-25	2011-06-25	14:52:59Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	436059790	2011-06-24	2011-06-24	23:28:30Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	434984234	2011-06-18	2011-06-18	20:16:44Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	434848743	2011-06-17	2011-06-17	22:59:41Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	434559243	2011-06-16	2011-06-16	09:36:22Z
1	2	History of the debate	1	1	Race_and_intelligence	5058	History_of_the_debate	434455781	2011-06-15	2011-06-15	18:52:57Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	433983988	2011-06-13	2011-06-13	02:24:30Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	433754152	2011-06-11	2011-06-11	18:19:03Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	433083578	2011-06-07	2011-06-07	19:30:12Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	432519545	2011-06-04	2011-06-04	14:02:40Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	432319991	2011-06-03	2011-06-03	08:36:50Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	431770228	2011-05-31	2011-05-31	04:36:37Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	431688465	2011-05-30	2011-05-30	17:57:42Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	431508655	2011-05-29	2011-05-29	16:43:34Z
1	2	History of the debate	1	1	Race_and_intelligence	5018	History_of_the_debate	431402875	2011-05-28	2011-05-28	22:59:14Z
1	2	History of the debate	1	1	Race_and_intelligence	4872	History_of_the_debate	431239837	2011-05-27	2011-05-27	21:06:04Z
1	2	History of the debate	1	1	Race_and_intelligence	4498	History_of_the_debate	430940115	2011-05-26	2011-05-26	01:11:51Z
1	2	History of the debate	1	1	Race_and_intelligence	4492	History_of_the_debate	430907185	2011-05-25	2011-05-25	20:50:25Z
1	2	History of the debate	1	1	Race_and_intelligence	4641	History_of_the_debate	430757264	2011-05-24	2011-05-24	23:24:50Z
1	2	History of the debate	1	1	Race_and_intelligence	4286	History_of_the_debate	430020793	2011-05-20	2011-05-20	10:12:07Z
1	2	History of the debate	1	1	Race_and_intelligence	4286	History_of_the_debate	429147922	2011-05-14	2011-05-14	22:32:27Z
1	2	History of the debate	1	1	Race_and_intelligence	4286	History_of_the_debate	428664124	2011-05-11	2011-05-11	23:20:02Z
1	2	History of the debate	1	1	Race_and_intelligence	4286	History_of_the_debate	428162428	2011-05-08	2011-05-08	23:58:43Z
1	2	History of the debate	1	1	Race_and_intelligence	4071	History_of_the_debate	427987346	2011-05-07	2011-05-07	22:34:53Z
1	2	History of the debate	1	1	Race_and_intelligence	4071	History_of_the_debate	427763968	2011-05-06	2011-05-06	15:52:29Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	427662929	2011-05-05	2011-05-05	22:53:41Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	427461680	2011-05-04	2011-05-04	20:01:56Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	427150447	2011-05-02	2011-05-02	23:24:12Z
1	2	History of the debate	1	1	Race_and_intelligence	4466	History_of_the_debate	426913240	2011-05-01	2011-05-01	16:58:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4373	History_of_the_debate	426799656	2011-04-30	2011-04-30	22:55:47Z
1	2	History of the debate	1	1	Race_and_intelligence	4373	History_of_the_debate	426129339	2011-04-27	2011-04-27	02:05:16Z
1	2	History of the debate	1	1	Race_and_intelligence	4651	History_of_the_debate	426076962	2011-04-26	2011-04-26	20:17:04Z
1	2	History of the debate	1	1	Race_and_intelligence	4651	History_of_the_debate	425813012	2011-04-25	2011-04-25	12:21:03Z
1	2	History of the debate	1	1	Race_and_intelligence	4503	History_of_the_debate	425637489	2011-04-24	2011-04-24	09:48:23Z
1	2	History of the debate	1	1	Race_and_intelligence	4503	History_of_the_debate	425508528	2011-04-23	2011-04-23	15:27:37Z
1	2	History of the debate	1	1	Race_and_intelligence	4727	History_of_the_debate	425401339	2011-04-22	2011-04-22	21:08:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4897	History_of_the_debate	425035952	2011-04-20	2011-04-20	17:48:42Z
1	2	History of the debate	1	1	Race_and_intelligence	4829	History_of_the_debate	424907324	2011-04-19	2011-04-19	19:52:43Z
1	2	History of the debate	1	1	Race_and_intelligence	4830	History_of_the_debate	424679005	2011-04-18	2011-04-18	12:42:51Z
1	2	History of the debate	1	1	Race_and_intelligence	4830	History_of_the_debate	424148276	2011-04-15	2011-04-15	04:43:00Z
1	2	History of the debate	1	1	Race_and_intelligence	4830	History_of_the_debate	424039529	2011-04-14	2011-04-14	15:10:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4830	History_of_the_debate	423907009	2011-04-13	2011-04-13	19:18:57Z
1	2	History of the debate	1	1	Race_and_intelligence	5118	History_of_the_debate	423723234	2011-04-12	2011-04-12	18:23:42Z
1	2	History of the debate	1	1	Race_and_intelligence	5118	History_of_the_debate	423542655	2011-04-11	2011-04-11	17:25:15Z
1	2	History of the debate	1	1	Race_and_intelligence	4862	History_of_the_debate	423394117	2011-04-10	2011-04-10	20:20:57Z
1	2	History of the debate	1	1	Race_and_intelligence	4862	History_of_the_debate	423168714	2011-04-09	2011-04-09	12:59:12Z
1	2	History of the debate	1	1	Race_and_intelligence	4862	History_of_the_debate	423091894	2011-04-08	2011-04-08	22:36:44Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	422685359	2011-04-06	2011-04-06	12:39:33Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	422311207	2011-04-04	2011-04-04	13:04:55Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	422174765	2011-04-03	2011-04-03	17:50:58Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	421535472	2011-03-30	2011-03-30	20:02:20Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	421117180	2011-03-28	2011-03-28	09:06:21Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	420507051	2011-03-24	2011-03-24	15:52:53Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	420247458	2011-03-23	2011-03-23	01:10:58Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	419947663	2011-03-21	2011-03-21	10:14:16Z
1	2	History of the debate	1	1	Race_and_intelligence	4852	History_of_the_debate	419766106	2011-03-20	2011-03-20	08:35:22Z
1	2	History of the debate	1	1	Race_and_intelligence	4866	History_of_the_debate	419680308	2011-03-19	2011-03-19	20:34:46Z
1	2	History of the debate	1	1	Race_and_intelligence	4866	History_of_the_debate	419328175	2011-03-17	2011-03-17	17:37:06Z
1	2	History of the debate	1	1	Race_and_intelligence	4866	History_of_the_debate	418616723	2011-03-13	2011-03-13	14:26:28Z
1	2	History of the debate	1	1	Race_and_intelligence	4866	History_of_the_debate	417997915	2011-03-09	2011-03-09	18:39:32Z
1	2	History of the debate	1	1	Race_and_intelligence	4866	History_of_the_debate	417755571	2011-03-08	2011-03-08	09:48:55Z
1	2	History of the debate	1	1	Race_and_intelligence	4866	History_of_the_debate	417653948	2011-03-07	2011-03-07	20:00:09Z
1	2	History of the debate	1	1	Race_and_intelligence	4829	History_of_the_debate	417461431	2011-03-06	2011-03-06	18:14:22Z
1	2	History of the debate	1	1	Race_and_intelligence	4765	History_of_the_debate	417256194	2011-03-05	2011-03-05	14:32:53Z
1	2	History of the debate	1	1	Race_and_intelligence	4815	History_of_the_debate	416999286	2011-03-04	2011-03-04	00:43:41Z
1	2	History of the debate	1	1	Race_and_intelligence	4874	History_of_the_debate	416983739	2011-03-03	2011-03-03	22:49:55Z
1	2	History of the debate	1	1	Race_and_intelligence	4874	History_of_the_debate	416755606	2011-03-02	2011-03-02	16:41:46Z
1	2	History of the debate	1	1	Race_and_intelligence	4874	History_of_the_debate	416586261	2011-03-01	2011-03-01	17:38:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4875	History_of_the_debate	416450227	2011-02-28	2011-02-28	22:17:06Z
1	2	History of the debate	1	1	Race_and_intelligence	4875	History_of_the_debate	416255368	2011-02-27	2011-02-27	20:09:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4549	History_of_the_debate	415999490	2011-02-26	2011-02-26	07:03:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4549	History_of_the_debate	415843295	2011-02-25	2011-02-25	10:33:21Z
1	2	History of the debate	1	1	Race_and_intelligence	4549	History_of_the_debate	415735843	2011-02-24	2011-02-24	19:22:42Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	415507978	2011-02-23	2011-02-23	13:52:55Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	415333387	2011-02-22	2011-02-22	15:46:33Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	415125036	2011-02-21	2011-02-21	13:08:54Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	414915507	2011-02-20	2011-02-20	07:24:54Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	414758137	2011-02-19	2011-02-19	09:31:20Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	414626878	2011-02-18	2011-02-18	15:10:13Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	414395233	2011-02-17	2011-02-17	07:42:03Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	414252627	2011-02-16	2011-02-16	15:01:41Z
1	2	History of the debate	1	1	Race_and_intelligence	4225	History_of_the_debate	414125024	2011-02-15	2011-02-15	20:52:09Z
1	2	History of the debate	1	1	Race_and_intelligence	4124	History_of_the_debate	413953127	2011-02-14	2011-02-14	22:03:17Z
1	2	History of the debate	1	1	Race_and_intelligence	4124	History_of_the_debate	413746175	2011-02-13	2011-02-13	20:17:20Z
1	2	History of the debate	1	1	Race_and_intelligence	4125	History_of_the_debate	413511824	2011-02-12	2011-02-12	17:05:18Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	413382116	2011-02-11	2011-02-11	22:57:51Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	413136224	2011-02-10	2011-02-10	17:26:10Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	412873860	2011-02-09	2011-02-09	07:14:48Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	412815201	2011-02-08	2011-02-08	23:45:55Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	412490462	2011-02-07	2011-02-07	06:55:21Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	412440784	2011-02-06	2011-02-06	23:49:24Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	412245201	2011-02-05	2011-02-05	23:42:38Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	412060303	2011-02-04	2011-02-04	23:01:07Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	411847034	2011-02-03	2011-02-03	20:41:16Z
1	2	History of the debate	1	1	Race_and_intelligence	4126	History_of_the_debate	411648988	2011-02-02	2011-02-02	21:01:55Z
1	2	History	1	1	Race_and_intelligence	4126	History	411468031	2011-02-01	2011-02-01	23:10:46Z
1	2	History	1	1	Race_and_intelligence	4127	History	410553661	2011-01-28	2011-01-28	12:59:52Z
1	2	History	1	1	Race_and_intelligence	4127	History	410091346	2011-01-26	2011-01-26	02:23:26Z
1	2	History	1	1	Race_and_intelligence	4115	History	409984197	2011-01-25	2011-01-25	15:50:52Z
1	2	History	1	1	Race_and_intelligence	4115	History	409787246	2011-01-24	2011-01-24	17:01:34Z
1	2	History	1	1	Race_and_intelligence	4115	History	409655638	2011-01-23	2011-01-23	23:59:56Z
1	2	History	1	1	Race_and_intelligence	4115	History	409418396	2011-01-22	2011-01-22	20:05:42Z
1	2	History	1	1	Race_and_intelligence	4115	History	409253857	2011-01-21	2011-01-21	23:12:26Z
1	2	History	1	1	Race_and_intelligence	3966	History	409012641	2011-01-20	2011-01-20	17:58:55Z
1	2	History	1	1	Race_and_intelligence	3966	History	407091947	2011-01-10	2011-01-10	16:33:35Z
1	2	History	1	1	Race_and_intelligence	3966	History	406652734	2011-01-08	2011-01-08	09:59:02Z
1	2	History	1	1	Race_and_intelligence	3955	History	405861316	2011-01-04	2011-01-04	10:28:14Z
1	2	History	1	1	Race_and_intelligence	3740	History	404059706	2010-12-24	2010-12-24	17:59:49Z
1	2	History	1	1	Race_and_intelligence	3740	History	403729303	2010-12-22	2010-12-22	17:19:55Z
1	2	History	1	1	Race_and_intelligence	3713	History	403431784	2010-12-20	2010-12-20	23:16:18Z
1	2	History	1	1	Race_and_intelligence	3701	History	402174291	2010-12-13	2010-12-13	17:37:02Z
1	2	History	1	1	Race_and_intelligence	3637	History	400802291	2010-12-06	2010-12-06	05:14:07Z
1	2	History	1	1	Race_and_intelligence	3637	History	399381618	2010-11-28	2010-11-28	20:26:32Z
1	2	History	1	1	Race_and_intelligence	3580	History	397929009	2010-11-20	2010-11-20	20:59:00Z
1	2	History	1	1	Race_and_intelligence	3578	History	397427069	2010-11-18	2010-11-18	02:26:15Z
1	2	History	1	1	Race_and_intelligence	3556	History	397385199	2010-11-17	2010-11-17	22:03:10Z
1	2	History	1	1	Race_and_intelligence	3555	History	396409561	2010-11-12	2010-11-12	23:29:37Z
